Date,Query,Impressions,Clicks,Conversions,Spend,Revenue
2024-09-03,airport lounge access card,9447,430,98,3326.35,8176.02
2024-03-16,premium credit card,7175,140,96,798.8,19082.62
2024-06-02,best travel card,597,1443,157,4922.62,1717.01
2025-10-17,airport lounge access card,7059,1771,46,857.48,11821.13
2025-03-10,premium credit card,6310,1258,122,2784.7,15592.26
2024-03-26,business credit card,7226,1176,31,3363.76,4195.78
2025-11-27,airport lounge access card,4076,587,152,4106.51,1345.58
2024-10-11,premium credit card,6520,549,119,2323.36,1781.97
2024-08-07,best cashback credit card,1707,134,126,4672.3,6520.74
2024-03-09,business credit card,9012,1245,143,2427.22,4618.8
2024-02-16,best travel card,1374,943,148,1297.7,4633.03
2024-04-03,best travel card,790,1461,132,2985.52,9278.72
2025-03-28,credit card for startups,4123,1470,186,3307.13,1881.69
2024-07-22,best rewards card,7347,601,189,2561.59,19910.91
2024-08-05,travel rewards card,3537,1271,127,3679.25,13976.99
2025-04-18,best cashback credit card,2455,653,108,2132.37,799.81
2025-03-07,business credit card,5681,337,138,71.47,13899.7
2024-12-06,airport lounge access card,849,821,41,1359.47,15878.19
2025-07-04,best travel card,3151,1152,53,4732.23,3977.09
2025-09-03,best cashback credit card,7863,55,87,3827.96,16837.48
2024-10-15,business credit card,3664,93,199,988.19,12312.95
2024-09-10,business credit card,5858,803,121,379.93,16452.94
2024-12-22,airport lounge access card,1804,361,76,1786.44,14390.53
2024-01-23,business credit card,6174,1046,48,4189.69,14151.65
2025-06-05,small business credit card,2477,646,143,574.6,3333.17
2024-04-09,best cashback credit card,8119,1870,135,2739.6,6452.78
2024-06-28,premium credit card,5374,1205,72,1411.25,10560.26
2024-08-10,best travel card,3331,243,199,3644.96,2428.42
2025-10-20,best travel card,6509,1214,171,52.03,9674.16
2025-03-17,premium credit card,2315,1084,4,1422.01,9017.34
2025-08-30,best cashback credit card,6388,790,124,3412.29,4792.08
2024-11-20,travel rewards card,6429,690,179,2756.42,4154.41
2025-05-30,best cashback credit card,985,1428,71,3905.38,5098.01
2024-01-16,student credit card,964,942,126,830.5,12181.11
2024-12-01,business credit card,7017,1861,59,2678.33,8416.06
2024-09-14,best rewards card,3154,1833,109,1019.06,8396.39
2025-05-11,airport lounge access card,9077,1462,41,3214.14,3798.32
2024-06-08,small business credit card,8748,1307,189,700.15,15789.85
2025-04-19,best rewards card,8636,870,30,786.03,14067.51
2025-10-25,premium credit card,653,1240,123,1674.62,8695.69
2025-11-20,airport lounge access card,5216,157,146,2039.44,3015.6
2025-11-05,airport lounge access card,7783,309,30,2517.87,14351.08
2025-01-14,airport lounge access card,887,1965,135,2924.5,17997.12
2025-06-28,best travel card,8996,1486,52,2370.63,3729.59
2025-11-21,small business credit card,5007,558,176,275.91,12132.68
2025-03-02,best travel card,7290,1706,23,1750.13,8601.31
2025-09-04,business credit card,9244,987,124,353.84,1935.48
2024-09-24,student credit card,914,392,165,634.51,14571.37
2025-07-30,credit card for startups,9840,1820,71,509.48,1608.71
2025-02-20,small business credit card,8435,1980,103,832.57,14104.18
2024-06-16,best rewards card,2877,809,53,4073.96,5766.83
2024-02-12,business credit card,3866,1651,105,3156.48,11400.06
2025-07-09,best cashback credit card,5058,543,173,2558.57,3376.99
2024-10-11,premium credit card,3925,1266,177,3674.67,7543.76
2025-01-31,student credit card,1316,1667,49,4808.06,2260.97
2024-01-12,business credit card,4570,1162,111,2117.49,9452.61
2025-08-29,best cashback credit card,6872,1855,175,1868.69,4423.16
2024-10-28,student credit card,9581,1762,107,4889.98,3921.02
2024-09-09,best cashback credit card,7817,1693,153,3868.09,2321.62
2025-05-13,small business credit card,8847,579,91,3896.7,15355.59
2024-02-04,best cashback credit card,962,940,155,3019.71,12862.49
2025-12-27,student credit card,6317,246,140,2559.69,3306.7
2024-03-30,best cashback credit card,6038,1615,151,2775.43,9554.1
2025-08-27,best rewards card,2455,975,17,3277.82,13285.52
2025-08-24,business credit card,9257,710,44,1915.35,17585.76
2025-02-21,student credit card,2495,763,71,3922.36,1379.53
2024-04-24,best rewards card,8767,584,125,4550.64,7374.63
2025-09-08,best cashback credit card,9630,1518,152,2877.85,12395.87
2024-07-14,best cashback credit card,624,1274,199,1938.3,509.23
2025-05-15,airport lounge access card,661,966,93,3493.17,5021.82
2025-09-17,student credit card,8267,1026,60,951.71,14949.03
2025-05-07,small business credit card,8213,1730,53,4844.43,7243.58
2024-03-15,best cashback credit card,7516,780,74,3307.04,1873.0
2025-02-16,premium credit card,4764,1774,144,384.47,12606.59
2025-01-10,best travel card,1305,232,107,2672.26,5151.05
2025-02-23,credit card for startups,2338,1132,98,3764.19,14092.75
2025-12-29,best travel card,1260,1792,25,1425.34,18023.46
2024-10-03,small business credit card,5339,566,66,302.4,10651.61
2025-11-06,business credit card,7074,920,50,2471.35,12063.05
2025-01-28,travel rewards card,171,282,69,4176.44,10385.24
2025-04-01,premium credit card,854,1432,78,1295.1,16385.35
2024-07-10,travel rewards card,7398,1550,168,3599.21,4985.95
2025-11-19,best cashback credit card,6700,439,134,2068.56,8150.57
2024-04-08,business credit card,9196,532,64,345.18,17921.62
2025-07-01,best rewards card,8252,969,28,1554.62,14528.19
2024-04-05,best cashback credit card,8343,1381,9,1603.82,6537.7
2025-10-25,travel rewards card,2721,919,6,4528.09,16686.12
2025-10-24,best cashback credit card,3290,1584,145,4909.65,4928.72
2024-07-08,credit card for startups,4048,460,168,1088.35,12756.75
2024-02-06,airport lounge access card,1387,1984,99,2181.04,19137.85
2025-01-03,credit card for startups,5458,1021,173,4884.68,11579.28
2025-11-25,business credit card,7618,51,82,2065.98,16029.45
2025-06-08,best rewards card,7136,1748,119,1778.4,14761.53
2024-10-05,credit card for startups,4880,103,171,593.91,17341.28
2024-08-04,student credit card,1872,495,174,3778.76,19381.53
2024-09-29,best rewards card,4002,526,191,2262.68,641.87
2024-03-02,travel rewards card,5826,1597,129,3211.38,751.82
2025-08-18,credit card for startups,6300,1183,187,2573.79,11969.56
2025-12-29,airport lounge access card,9241,726,63,913.96,19094.06
2024-12-07,best rewards card,3238,1845,125,923.03,9816.52
2025-01-31,best cashback credit card,7313,508,18,4701.79,16827.64
2025-11-29,airport lounge access card,2516,380,86,4453.12,15404.57
2024-01-19,best cashback credit card,9717,990,193,3072.64,10065.4
2024-06-25,credit card for startups,7151,708,20,56.16,10360.81
2025-09-03,premium credit card,1684,494,184,2194.81,8833.46
2025-01-30,premium credit card,1146,674,182,2675.62,5193.53
2025-03-20,travel rewards card,7084,1416,48,2274.72,17202.5
2024-08-20,airport lounge access card,2265,637,54,4630.97,4349.49
2024-03-16,best cashback credit card,5819,1694,102,252.29,18157.03
2024-09-21,small business credit card,7322,741,89,3291.9,7322.61
2025-03-30,airport lounge access card,1276,201,144,1603.49,724.65
2025-12-18,student credit card,6511,1778,148,2819.41,3533.88
2025-01-18,travel rewards card,8174,845,47,3296.79,17778.93
2025-07-17,best travel card,9323,1254,135,2232.07,2743.2
2025-05-20,best travel card,3388,1080,151,784.45,14827.72
2025-01-01,best cashback credit card,1415,136,161,2619.24,3819.71
2024-05-23,premium credit card,992,1836,168,4668.13,10078.87
2024-03-09,best rewards card,5269,736,110,2702.61,4263.1
2024-04-08,student credit card,8398,1040,5,658.55,6796.68
2025-01-30,best travel card,3180,705,173,4129.61,2671.48
2024-01-25,best cashback credit card,9036,1149,111,1147.64,11208.85
2025-04-13,best cashback credit card,6566,573,41,1882.57,7443.34
2025-04-28,credit card for startups,8913,375,136,2172.35,7436.59
2025-07-18,premium credit card,5190,1079,82,1731.51,963.77
2024-05-30,airport lounge access card,4340,402,178,2052.04,2895.34
2024-05-23,best rewards card,9112,963,31,3987.63,14209.1
2025-07-22,credit card for startups,511,32,4,1155.63,5987.94
2024-02-08,best travel card,8405,1164,194,2378.57,8952.97
2024-04-18,best rewards card,2546,1160,56,149.04,15308.74
2025-11-23,travel rewards card,3446,454,5,2562.95,9006.2
2024-02-11,premium credit card,185,786,81,602.86,4667.06
2024-07-04,best travel card,7849,1342,54,1447.07,11086.52
2025-02-01,best cashback credit card,4242,717,124,1658.12,16063.88
2024-08-10,best travel card,7187,442,96,457.65,12072.91
2025-09-25,small business credit card,7468,482,93,1834.8,8519.59
2024-05-12,business credit card,9864,1999,80,2515.38,2687.37
2024-06-11,business credit card,5934,57,1,2183.92,5124.52
2024-08-02,best travel card,903,1924,73,1438.11,18933.15
2024-08-22,small business credit card,6819,1115,61,1509.53,15481.8
2025-10-19,best travel card,6185,1142,126,3186.24,1933.92
2025-08-10,business credit card,9361,272,7,3606.06,309.19
2024-01-09,credit card for startups,4282,1900,158,2903.83,3673.3
2024-03-14,travel rewards card,9700,1064,125,4882.13,18889.04
2025-05-06,business credit card,364,367,15,4727.13,11684.77
2024-09-09,travel rewards card,3193,577,108,537.42,16805.46
2024-08-17,best cashback credit card,4898,489,4,1343.8,9411.46
2025-06-02,travel rewards card,9765,876,63,4348.55,16567.4
2024-06-22,credit card for startups,8243,1222,70,196.83,871.55
2025-10-14,small business credit card,425,1038,38,2981.38,8651.03
2024-06-16,travel rewards card,1306,1319,175,4774.77,7676.37
2024-06-18,best rewards card,9796,1823,188,3409.65,19634.62
2025-01-27,airport lounge access card,1540,1690,2,505.07,6149.42
2025-09-25,business credit card,5284,1427,197,3751.7,8454.95
2024-07-12,small business credit card,9247,1488,8,1913.6,15224.26
2025-05-31,student credit card,8846,717,51,4611.59,17638.12
2024-01-29,best cashback credit card,5236,435,117,1467.27,17592.09
2024-06-13,airport lounge access card,8240,1060,112,2392.5,8011.32
2025-02-25,best rewards card,5919,136,19,3745.71,18981.39
2024-12-04,premium credit card,8169,144,94,1324.82,13139.48
2025-10-09,credit card for startups,2136,1568,31,949.82,17052.48
2025-05-10,best travel card,9578,340,80,63.41,18540.29
2024-12-30,airport lounge access card,9489,1662,102,2465.41,4825.27
2024-12-07,small business credit card,5660,401,22,4646.66,10084.13
2025-05-14,small business credit card,3729,17,33,1443.36,11838.39
2025-10-18,small business credit card,9063,622,165,264.72,16088.27
2025-05-25,best cashback credit card,5414,1294,140,3121.13,8143.08
2024-11-22,travel rewards card,2556,1232,114,328.04,4366.89
2024-08-04,business credit card,8762,607,197,2559.22,14916.04
2024-10-27,premium credit card,1470,1773,64,1938.57,11928.22
2024-05-11,best travel card,7729,395,153,2403.35,17986.32
2024-03-10,small business credit card,8963,481,182,855.07,13169.59
2024-09-08,best travel card,1274,188,29,496.5,533.17
2025-02-18,student credit card,210,459,13,3757.5,19339.7
2025-03-20,best cashback credit card,3659,1273,26,1266.05,11943.59
2024-06-30,small business credit card,6792,1557,22,4012.1,11998.37
2024-06-15,student credit card,9318,824,93,3804.31,18203.38
2024-03-31,premium credit card,3333,1779,76,1031.98,13343.41
2025-12-14,premium credit card,1572,1216,110,4546.04,9690.56
2025-06-14,business credit card,4972,1827,92,848.33,2324.25
2024-02-08,best rewards card,4853,367,73,3995.87,19251.54
2024-05-05,business credit card,1933,385,119,2131.64,1754.05
2025-03-26,travel rewards card,6028,1974,10,955.93,3571.94
2024-06-21,best travel card,8745,711,48,4693.65,16426.83
2025-10-14,credit card for startups,6916,847,170,4818.12,9910.03
2024-08-07,premium credit card,840,1760,90,2581.3,3729.72
2025-09-29,credit card for startups,7356,1803,187,2372.41,5866.01
2024-02-27,best cashback credit card,2480,547,181,4509.17,19881.49
2025-10-21,airport lounge access card,9735,791,168,3000.88,11763.6
2025-04-20,small business credit card,3780,91,190,1366.89,8151.95
2025-03-31,best cashback credit card,2501,1391,6,2154.73,17549.11
2024-12-26,premium credit card,7277,194,132,4188.15,9698.0
2024-01-01,student credit card,2106,297,91,4304.84,6297.12
2025-01-21,best travel card,1509,1095,55,4699.3,3451.6
2024-12-13,credit card for startups,1862,892,126,1476.89,14940.49
2024-07-08,business credit card,1009,516,197,3415.77,12005.22
2025-05-19,airport lounge access card,860,1495,131,388.52,2028.61
2024-07-09,best rewards card,6738,39,7,3643.22,11914.47
2025-05-22,best cashback credit card,5712,1942,88,2837.84,3357.13
2025-01-03,best rewards card,3340,945,86,1286.34,19638.05
2025-02-12,credit card for startups,630,40,140,3290.43,5342.24
2024-04-26,credit card for startups,9651,1326,99,719.15,13981.12
2024-05-13,small business credit card,2660,1206,145,1702.34,13189.69
2024-02-27,student credit card,2277,1647,195,2034.52,13888.76
2025-07-09,student credit card,5203,1161,75,3896.83,8713.9
2025-11-15,travel rewards card,7806,95,198,1578.48,1671.77
2025-11-02,business credit card,1637,1348,107,292.72,19604.15
2024-06-21,premium credit card,9565,37,164,944.67,3992.21
2024-05-28,premium credit card,2881,131,145,3060.06,15440.46
2024-03-20,credit card for startups,1046,1284,86,125.49,2923.96
2024-07-31,best cashback credit card,5357,582,1,3971.55,5767.7
2024-07-21,best travel card,9590,412,120,4510.54,11285.76
2024-08-16,premium credit card,5197,692,67,2502.22,8386.69
2025-11-06,premium credit card,2611,1476,99,3552.77,19173.68
2024-08-14,best cashback credit card,2288,281,49,2340.25,16984.17
2025-10-20,business credit card,6163,846,51,1578.38,18451.45
2025-06-15,airport lounge access card,981,1845,71,866.09,12885.79
2025-03-16,student credit card,1947,122,120,2614.9,4534.53
2025-02-05,small business credit card,6699,1739,171,4652.95,10466.29
2024-02-16,small business credit card,2075,1427,112,4455.36,15357.56
2024-08-20,small business credit card,6677,1976,31,4602.15,1481.42
2024-10-31,best cashback credit card,5826,28,24,4833.74,17289.72
2025-06-09,small business credit card,4668,1885,37,868.52,12700.75
2024-05-22,credit card for startups,7263,614,193,775.3,14526.72
2025-02-18,travel rewards card,6682,1762,63,2167.42,13947.05
2025-05-27,best cashback credit card,8789,474,56,3462.09,16985.7
2025-01-07,best cashback credit card,2316,700,18,2226.48,1932.91
2025-07-19,student credit card,9280,1020,106,4467.15,7665.47
2024-09-15,small business credit card,5801,1942,193,3601.11,10151.81
2025-10-17,best rewards card,8117,1224,157,3188.16,11022.62
2025-04-15,airport lounge access card,2708,1526,77,401.64,18862.59
2024-01-12,travel rewards card,9662,1945,4,917.91,1040.78
2024-11-25,best cashback credit card,4909,1023,121,2169.36,17354.59
2024-12-23,travel rewards card,6445,1982,140,4883.06,11127.64
2025-02-11,best cashback credit card,278,172,184,1705.32,11181.64
2025-10-29,business credit card,7871,1645,48,3168.38,6542.54
2025-01-07,student credit card,8071,708,147,4945.08,12943.68
2024-01-08,credit card for startups,2029,304,26,1356.92,12998.98
2024-05-01,business credit card,2648,588,108,875.0,3948.02
2024-12-13,best travel card,4934,1106,38,2754.35,13604.72
2025-11-06,small business credit card,211,1777,80,2781.86,5480.79
2024-03-30,best travel card,8048,710,153,4613.34,13837.98
2025-10-09,airport lounge access card,814,1595,184,180.83,12316.47
2025-11-28,best rewards card,9693,1342,28,2066.52,14375.85
2024-11-11,credit card for startups,6134,311,61,1596.12,590.06
2024-06-26,business credit card,1481,1341,89,2876.71,2682.24
2025-06-23,travel rewards card,3227,133,89,96.19,16835.97
2024-02-10,travel rewards card,7583,678,179,3569.77,7738.32
2025-12-04,airport lounge access card,1308,1294,140,2450.7,16767.02
2025-05-16,best cashback credit card,136,204,8,3518.41,1440.95
2024-05-24,travel rewards card,1928,851,122,2266.64,15433.55
2024-07-19,small business credit card,3441,360,103,2397.25,1858.59
2025-12-24,best rewards card,7106,1876,186,4482.97,9472.87
2025-04-05,student credit card,7775,1801,88,1093.95,18763.96
2025-07-11,small business credit card,5447,1969,23,1126.57,1738.03
2025-06-30,best rewards card,7990,498,37,2819.41,7143.11
2024-09-09,airport lounge access card,909,209,11,3318.11,10463.3
2025-01-24,small business credit card,4218,893,17,1805.71,18009.25
2025-08-16,student credit card,1626,517,184,2621.58,6785.62
2024-09-12,student credit card,595,907,181,1177.89,16179.42
2025-12-09,premium credit card,524,1613,195,722.76,14419.83
2025-03-25,best cashback credit card,2847,455,130,1229.4,6279.93
2024-01-10,airport lounge access card,2082,89,29,4586.05,6948.1
2024-08-29,small business credit card,1568,754,57,4019.0,3982.04
2024-09-07,credit card for startups,7828,707,162,744.22,13920.65
2024-01-05,credit card for startups,6870,1650,78,280.47,11349.43
2024-04-28,airport lounge access card,1333,1502,122,511.27,3268.05
2025-01-08,small business credit card,8856,1870,112,1502.49,12477.39
